State,Year,Quarter,Pincode,Registered_users
madhya-pradesh,2022,1,455001,235768
madhya-pradesh,2022,1,452010,220888
madhya-pradesh,2022,1,462001,192336
madhya-pradesh,2022,1,457001,190837
madhya-pradesh,2022,1,482001,177586
madhya-pradesh,2022,1,480001,174161
madhya-pradesh,2022,1,474001,164039
madhya-pradesh,2022,1,485001,163020
madhya-pradesh,2022,2,482002,274815
madhya-pradesh,2022,2,452001,250461
madhya-pradesh,2022,2,455001,248656
madhya-pradesh,2022,2,452010,232223
madhya-pradesh,2022,2,462001,202395
madhya-pradesh,2022,2,457001,201497
madhya-pradesh,2022,2,482001,186815
madhya-pradesh,2022,2,480001,183624
madhya-pradesh,2022,2,474001,173002
madhya-pradesh,2022,2,485001,172044
madhya-pradesh,2022,3,482002,288913
madhya-pradesh,2022,3,452001,263235
madhya-pradesh,2022,3,455001,262081
madhya-pradesh,2022,3,452010,243950
madhya-pradesh,2022,3,462001,212978
madhya-pradesh,2022,3,457001,212433
madhya-pradesh,2022,3,482001,196282
madhya-pradesh,2022,3,480001,193259
madhya-pradesh,2022,3,474001,182361
madhya-pradesh,2022,3,485001,181296
madhya-pradesh,2022,4,482002,303133
madhya-pradesh,2022,4,452001,276072
madhya-pradesh,2022,4,455001,274876
madhya-pradesh,2022,4,452010,255626
madhya-pradesh,2022,4,462001,223606
madhya-pradesh,2022,4,457001,223077
madhya-pradesh,2022,4,482001,205810
madhya-pradesh,2022,4,480001,202602
madhya-pradesh,2022,4,474001,191690
madhya-pradesh,2022,4,485001,190477
madhya-pradesh,2023,1,482002,317133
madhya-pradesh,2023,1,452001,288286
madhya-pradesh,2023,1,455001,287746
madhya-pradesh,2023,1,452010,266938
madhya-pradesh,2023,1,462001,233726
madhya-pradesh,2023,1,457001,233495
madhya-pradesh,2023,1,482001,215070
madhya-pradesh,2023,1,480001,211859
madhya-pradesh,2023,1,474001,200550
madhya-pradesh,2023,1,485001,199604
madhya-pradesh,2023,2,482002,328764
madhya-pradesh,2023,2,455001,299405
madhya-pradesh,2023,2,452001,298290
madhya-pradesh,2023,2,452010,276442
madhya-pradesh,2023,2,457001,243148
madhya-pradesh,2023,2,462001,242442
madhya-pradesh,2023,2,482001,222664
madhya-pradesh,2023,2,480001,220177
madhya-pradesh,2023,2,474001,208417
madhya-pradesh,2023,2,485001,207361
madhya-pradesh,2023,3,482002,341355
madhya-pradesh,2023,3,455001,311925
madhya-pradesh,2023,3,452001,309315
madhya-pradesh,2023,3,452010,286991
madhya-pradesh,2023,3,457001,253258
madhya-pradesh,2023,3,462001,252027
madhya-pradesh,2023,3,482001,231205
madhya-pradesh,2023,3,480001,228883
madhya-pradesh,2023,3,474001,216725
madhya-pradesh,2023,3,485001,215698
madhya-pradesh,2023,4,482002,353272
madhya-pradesh,2023,4,455001,323082
madhya-pradesh,2023,4,452001,319497
madhya-pradesh,2023,4,452010,296338
madhya-pradesh,2023,4,457001,262675
madhya-pradesh,2023,4,462001,260836
madhya-pradesh,2023,4,482001,238911
madhya-pradesh,2023,4,480001,237094
madhya-pradesh,2023,4,474001,224169
madhya-pradesh,2023,4,485001,223650
maharashtra,2021,1,421302,396179
maharashtra,2021,1,410206,296340
maharashtra,2021,1,410501,294563
maharashtra,2021,1,421201,278568
maharashtra,2021,1,411033,242613
maharashtra,2021,1,411014,239079
maharashtra,2021,1,411046,227047
maharashtra,2021,1,431003,222366
maharashtra,2021,1,421301,219310
maharashtra,2021,1,400612,215326
maharashtra,2021,2,421302,424376
maharashtra,2021,2,410206,316643
maharashtra,2021,2,410501,314922
maharashtra,2021,2,421201,297460
maharashtra,2021,2,411033,258524
maharashtra,2021,2,411014,254412
maharashtra,2021,2,411046,241933
maharashtra,2021,2,431003,236990
maharashtra,2021,2,421301,234225
maharashtra,2021,2,400612,230486
maharashtra,2021,3,421302,456284
maharashtra,2021,3,410206,339230
maharashtra,2021,3,410501,338109
maharashtra,2021,3,421201,318461
maharashtra,2021,3,411033,276031
maharashtra,2021,3,411014,271372
maharashtra,2021,3,411046,258494
maharashtra,2021,3,431003,253190
maharashtra,2021,3,421301,250903
maharashtra,2021,3,400612,247336
maharashtra,2021,4,421302,488443
maharashtra,2021,4,410501,361651
maharashtra,2021,4,410206,361639
maharashtra,2021,4,421201,339622
maharashtra,2021,4,411033,293493
maharashtra,2021,4,411014,288386
maharashtra,2021,4,411046,275050
maharashtra,2021,4,431003,269570
maharashtra,2021,4,421301,267613
maharashtra,2021,4,400612,264454
maharashtra,2022,1,421302,518716
maharashtra,2022,1,410501,383878
maharashtra,2022,1,410206,382909
maharashtra,2022,1,421201,359195
maharashtra,2022,1,411033,309834
maharashtra,2022,1,411014,304204
maharashtra,2022,1,411046,290395
maharashtra,2022,1,431003,285232
maharashtra,2022,1,421301,283274
maharashtra,2022,1,400612,280349
maharashtra,2022,2,421302,547501
maharashtra,2022,2,410501,405030
maharashtra,2022,2,410206,402926
maharashtra,2022,2,421201,377989
maharashtra,2022,2,411033,325347
maharashtra,2022,2,411014,319102
maharashtra,2022,2,411046,304859
maharashtra,2022,2,431003,299893
maharashtra,2022,2,421301,298201
maharashtra,2022,2,400612,295518
maharashtra,2022,3,421302,577754
maharashtra,2022,3,410501,426978
maharashtra,2022,3,410206,423682
maharashtra,2022,3,421201,397304
maharashtra,2022,3,411033,341226
maharashtra,2022,3,411014,334370
maharashtra,2022,3,411046,319916
maharashtra,2022,3,431003,315106
maharashtra,2022,3,421301,313660
maharashtra,2022,3,400612,311391
maharashtra,2022,4,421302,608005
maharashtra,2022,4,410501,448917
maharashtra,2022,4,410206,443926
maharashtra,2022,4,421201,416996
maharashtra,2022,4,411033,357121
maharashtra,2022,4,411014,349702
maharashtra,2022,4,411046,335006
maharashtra,2022,4,431003,330549
maharashtra,2022,4,421301,329184
maharashtra,2022,4,400612,327401
maharashtra,2023,1,421302,636458
maharashtra,2023,1,410501,469695
maharashtra,2023,1,410206,463523
maharashtra,2023,1,421201,435681
maharashtra,2023,1,411033,372363
maharashtra,2023,1,411014,364299
maharashtra,2023,1,411046,349377
maharashtra,2023,1,431003,345051
maharashtra,2023,1,421301,343824
maharashtra,2023,1,400612,342471
maharashtra,2023,2,421302,662196
maharashtra,2023,2,410501,488059
maharashtra,2023,2,410206,480675
maharashtra,2023,2,421201,451655
maharashtra,2023,2,411033,384994
maharashtra,2023,2,411014,376210
maharashtra,2023,2,411046,361178
maharashtra,2023,2,431003,357173
maharashtra,2023,2,421301,356662
maharashtra,2023,2,400612,356058
maharashtra,2023,3,421302,688520
maharashtra,2023,3,410501,507190
maharashtra,2023,3,410206,499001
maharashtra,2023,3,421201,468655
maharashtra,2023,3,411033,398622
maharashtra,2023,3,411014,389628
maharashtra,2023,3,411046,374188
maharashtra,2023,3,431003,370416
maharashtra,2023,3,400612,370074
maharashtra,2023,3,421301,370025
maharashtra,2023,4,421302,714635
maharashtra,2023,4,410501,525446
maharashtra,2023,4,410206,516527
maharashtra,2023,4,421201,484995
maharashtra,2023,4,411033,411374
maharashtra,2023,4,411014,401712
maharashtra,2023,4,411046,386363
maharashtra,2023,4,400612,383749
maharashtra,2023,4,431003,383292
maharashtra,2023,4,421301,382867
manipur,2021,1,795004,45367
manipur,2021,1,795001,18706
manipur,2021,1,795138,14339
manipur,2021,1,795133,13896
manipur,2021,1,795103,12018
manipur,2021,1,795008,10659
manipur,2021,1,795002,10577
manipur,2021,1,795148,10038
manipur,2021,1,795010,9835
manipur,2021,1,795149,9752
manipur,2021,2,795004,48527
manipur,2021,2,795001,19987
manipur,2021,2,795138,15383
manipur,2021,2,795133,14912
manipur,2021,2,795103,12882
manipur,2021,2,795008,11401
manipur,2021,2,795002,11348
manipur,2021,2,795148,10740
manipur,2021,2,795010,10542
manipur,2021,2,795149,10473
manipur,2021,3,795004,52013
manipur,2021,3,795001,21440
manipur,2021,3,795138,16512
manipur,2021,3,795133,16112
manipur,2021,3,795103,13914
manipur,2021,3,795008,12242
manipur,2021,3,795002,12236
manipur,2021,3,795148,11534
manipur,2021,3,795010,11378
manipur,2021,3,795149,11323
manipur,2021,4,795004,55504
manipur,2021,4,795001,22870
manipur,2021,4,795138,17655
manipur,2021,4,795133,17290
manipur,2021,4,795103,14898
manipur,2021,4,795002,13103
manipur,2021,4,795008,13084
manipur,2021,4,795148,12351
manipur,2021,4,795010,12210
manipur,2021,4,795149,12180
manipur,2022,1,795004,58698
manipur,2022,1,795001,24200
manipur,2022,1,795138,18698
manipur,2022,1,795133,18416
manipur,2022,1,795103,15858
manipur,2022,1,795002,13936
manipur,2022,1,795008,13884
manipur,2022,1,795148,13156
manipur,2022,1,795010,12970
manipur,2022,1,795149,12932
manipur,2022,2,795004,61814
manipur,2022,2,795001,25501
manipur,2022,2,795138,19715
manipur,2022,2,795133,19429
manipur,2022,2,795103,16787
manipur,2022,2,795002,14709
manipur,2022,2,795008,14659
manipur,2022,2,795148,13885
manipur,2022,2,795010,13673
manipur,2022,2,795149,13652
manipur,2022,3,795004,65086
manipur,2022,3,795001,26851
manipur,2022,3,795138,20753
manipur,2022,3,795133,20419
manipur,2022,3,795103,17684
manipur,2022,3,795002,15491
manipur,2022,3,795008,15410
manipur,2022,3,795148,14636
manipur,2022,3,795149,14379
manipur,2022,3,795010,14377
manipur,2022,4,795004,68237
manipur,2022,4,795001,28149
manipur,2022,4,795138,21736
manipur,2022,4,795133,21231
manipur,2022,4,795103,18448
manipur,2022,4,795002,16213
manipur,2022,4,795008,16111
manipur,2022,4,795148,15321
manipur,2022,4,795149,15025
manipur,2022,4,795010,15009
manipur,2023,1,795004,71219
manipur,2023,1,795001,29381
manipur,2023,1,795138,22719
manipur,2023,1,795133,22153
manipur,2023,1,795103,19287
manipur,2023,1,795002,16940
manipur,2023,1,795008,16826
manipur,2023,1,795148,16007
manipur,2023,1,795149,15692
manipur,2023,1,795010,15662
manipur,2023,2,795004,73902
manipur,2023,2,795001,30512
manipur,2023,2,795138,23606
manipur,2023,2,795133,23177
manipur,2023,2,795103,20138
manipur,2023,2,795002,17664
manipur,2023,2,795008,17497
manipur,2023,2,795148,16688
manipur,2023,2,795010,16376
manipur,2023,2,795149,16351
manipur,2023,3,795004,76833
manipur,2023,3,795001,31726
manipur,2023,3,795138,24595
manipur,2023,3,795133,24154
manipur,2023,3,795103,20981
manipur,2023,3,795002,18360
manipur,2023,3,795008,18221
manipur,2023,3,795148,17393
manipur,2023,3,795010,17035
manipur,2023,3,795149,17026
manipur,2023,4,795004,79881
manipur,2023,4,795001,32940
manipur,2023,4,795138,25609
manipur,2023,4,795133,25175
manipur,2023,4,795103,21890
manipur,2023,4,795002,19117
manipur,2023,4,795008,18981
manipur,2023,4,795148,18131
manipur,2023,4,795149,17803
manipur,2023,4,795010,17784
meghalaya,2021,1,793001,19753
meghalaya,2021,1,793002,11566
meghalaya,2021,1,794001,9727
meghalaya,2021,1,794105,9011
meghalaya,2021,1,794104,8869
meghalaya,2021,1,793011,8646
meghalaya,2021,1,793101,8317
meghalaya,2021,1,794101,7337
meghalaya,2021,1,793210,7113
meghalaya,2021,1,793150,5969
meghalaya,2021,2,793001,21124
meghalaya,2021,2,793002,12348
meghalaya,2021,2,794001,10389
meghalaya,2021,2,794105,9742
meghalaya,2021,2,794104,9602
meghalaya,2021,2,793011,9244
meghalaya,2021,2,793101,8921
meghalaya,2021,2,794101,7866
meghalaya,2021,2,793210,7644
meghalaya,2021,2,793150,6477
meghalaya,2021,3,793001,22612
meghalaya,2021,3,793002,13223
meghalaya,2021,3,794001,11130
meghalaya,2021,3,794105,10597
meghalaya,2021,3,794104,10547
meghalaya,2021,3,793011,9914
meghalaya,2021,3,793101,9665
meghalaya,2021,3,794101,8448
meghalaya,2021,3,793210,8257
meghalaya,2021,3,793150,7068
meghalaya,2021,4,793001,24127
meghalaya,2021,4,793002,14142
meghalaya,2021,4,794001,11874
meghalaya,2021,4,794105,11487
meghalaya,2021,4,794104,11446
meghalaya,2021,4,793011,10570
meghalaya,2021,4,793101,10353
meghalaya,2021,4,794101,9032
meghalaya,2021,4,793210,8857
meghalaya,2021,4,793150,7635
meghalaya,2022,1,793001,25549
meghalaya,2022,1,793002,14982
meghalaya,2022,1,794001,12581
meghalaya,2022,1,794104,12299
meghalaya,2022,1,794105,12278
meghalaya,2022,1,793011,11198
meghalaya,2022,1,793101,11049
meghalaya,2022,1,794101,9581
meghalaya,2022,1,793210,9469
meghalaya,2022,1,793150,8140
meghalaya,2022,2,793001,26896
meghalaya,2022,2,793002,15794
meghalaya,2022,2,794001,13275
meghalaya,2022,2,794104,13038
meghalaya,2022,2,794105,13006
meghalaya,2022,2,793011,11798
meghalaya,2022,2,793101,11696
meghalaya,2022,2,794101,10115
meghalaya,2022,2,793210,10028
meghalaya,2022,2,793150,8576
meghalaya,2022,3,793001,28296
meghalaya,2022,3,793002,16624
meghalaya,2022,3,794001,13969
meghalaya,2022,3,794104,13803
meghalaya,2022,3,794105,13711
meghalaya,2022,3,793011,12419
meghalaya,2022,3,793101,12305
meghalaya,2022,3,794101,10631
meghalaya,2022,3,793210,10565
meghalaya,2022,3,793150,8991
meghalaya,2022,4,793001,29682
meghalaya,2022,4,793002,17452
meghalaya,2022,4,794001,14596
meghalaya,2022,4,794104,14408
meghalaya,2022,4,794105,14338
meghalaya,2022,4,793011,13052
meghalaya,2022,4,793101,12917
meghalaya,2022,4,794101,11082
meghalaya,2022,4,793210,11069
meghalaya,2022,4,793150,9332
meghalaya,2023,1,793001,30984
meghalaya,2023,1,793002,18216
meghalaya,2023,1,794001,15236
meghalaya,2023,1,794104,15143
meghalaya,2023,1,794105,15093
meghalaya,2023,1,793011,13649
meghalaya,2023,1,793101,13552
meghalaya,2023,1,793210,11590
meghalaya,2023,1,794101,11553
meghalaya,2023,1,793150,9742
meghalaya,2023,2,793001,32160
meghalaya,2023,2,793002,18905
meghalaya,2023,2,794104,15992
meghalaya,2023,2,794105,15823
meghalaya,2023,2,794001,15770
meghalaya,2023,2,793011,14174
meghalaya,2023,2,793101,14113
meghalaya,2023,2,793210,12143
meghalaya,2023,2,794101,12034
meghalaya,2023,2,793150,10217
meghalaya,2023,3,793001,33371
meghalaya,2023,3,793002,19635
meghalaya,2023,3,794104,16744
meghalaya,2023,3,794105,16563
meghalaya,2023,3,794001,16399
meghalaya,2023,3,793011,14728
meghalaya,2023,3,793101,14692
meghalaya,2023,3,793210,12660
meghalaya,2023,3,794101,12534
meghalaya,2023,3,793150,10672
meghalaya,2023,4,793001,34548
meghalaya,2023,4,793002,20370
meghalaya,2023,4,794104,17453
meghalaya,2023,4,794105,17260
meghalaya,2023,4,794001,16969
meghalaya,2023,4,793011,15264
meghalaya,2023,4,793101,15249
meghalaya,2023,4,793210,13126
meghalaya,2023,4,794101,12989
meghalaya,2023,4,793150,11117
mizoram,2021,1,796005,12750
mizoram,2021,1,796009,11596
mizoram,2021,1,796701,5955
mizoram,2021,1,796012,5408
mizoram,2021,1,796017,4636
mizoram,2021,1,796008,3862
mizoram,2021,1,796772,3400
mizoram,2021,1,796321,3045
mizoram,2021,1,796081,2988
mizoram,2021,1,796014,2744
mizoram,2021,2,796005,13677
mizoram,2021,2,796009,12453
mizoram,2021,2,796701,6414
mizoram,2021,2,796012,5816
mizoram,2021,2,796017,4992
mizoram,2021,2,796008,4149
mizoram,2021,2,796772,3654
mizoram,2021,2,796321,3287
mizoram,2021,2,796081,3224
mizoram,2021,2,796014,2970
mizoram,2021,3,796005,14719
mizoram,2021,3,796009,13381
mizoram,2021,3,796701,6966
mizoram,2021,3,796012,6245
mizoram,2021,3,796017,5386
mizoram,2021,3,796008,4446
mizoram,2021,3,796772,3960
mizoram,2021,3,796321,3608
mizoram,2021,3,796081,3500
mizoram,2021,3,796014,3214
mizoram,2021,4,796005,15729
mizoram,2021,4,796009,14302
mizoram,2021,4,796701,7499
mizoram,2021,4,796012,6671
mizoram,2021,4,796017,5769
mizoram,2021,4,796008,4757
mizoram,2021,4,796772,4219
mizoram,2021,4,796321,3902
mizoram,2021,4,796081,3795
mizoram,2021,4,796014,3448
mizoram,2022,1,796005,16682
mizoram,2022,1,796009,15199
mizoram,2022,1,796701,7976
mizoram,2022,1,796012,7071
mizoram,2022,1,796017,6110
mizoram,2022,1,796008,5037
mizoram,2022,1,796772,4513
mizoram,2022,1,796321,4156
mizoram,2022,1,796081,4020
mizoram,2022,1,796014,3670
mizoram,2022,2,796005,17564
mizoram,2022,2,796009,16002
mizoram,2022,2,796701,8395
mizoram,2022,2,796012,7437
mizoram,2022,2,796017,6465
mizoram,2022,2,796008,5303
mizoram,2022,2,796772,4791
mizoram,2022,2,796321,4381
mizoram,2022,2,796081,4275
mizoram,2022,2,796014,3864
mizoram,2022,3,796005,18512
mizoram,2022,3,796009,16866
mizoram,2022,3,796701,8842
mizoram,2022,3,796012,7826
mizoram,2022,3,796017,6808
mizoram,2022,3,796008,5612
mizoram,2022,3,796772,5092
mizoram,2022,3,796321,4603
mizoram,2022,3,796081,4485
mizoram,2022,3,796014,4068
mizoram,2022,4,796005,19398
mizoram,2022,4,796009,17652
mizoram,2022,4,796701,9232
mizoram,2022,4,796012,8201
mizoram,2022,4,796017,7121
mizoram,2022,4,796008,5882
mizoram,2022,4,796772,5348
mizoram,2022,4,796321,4764
mizoram,2022,4,796081,4657
mizoram,2022,4,796014,4239
mizoram,2023,1,796005,20236
mizoram,2023,1,796009,18453
mizoram,2023,1,796701,9633
mizoram,2023,1,796012,8546
mizoram,2023,1,796017,7432
mizoram,2023,1,796008,6155
mizoram,2023,1,796772,5620
mizoram,2023,1,796321,4978
mizoram,2023,1,796081,4890
mizoram,2023,1,796014,4442
mizoram,2023,2,796005,21052
mizoram,2023,2,796009,19223
mizoram,2023,2,796701,10057
mizoram,2023,2,796012,8880
mizoram,2023,2,796017,7751
mizoram,2023,2,796008,6417
mizoram,2023,2,796772,5868
mizoram,2023,2,796321,5211
mizoram,2023,2,796081,5107
mizoram,2023,2,796014,4621
mizoram,2023,3,796005,21882
mizoram,2023,3,796009,19980
mizoram,2023,3,796701,10489
mizoram,2023,3,796012,9233
mizoram,2023,3,796017,8090
mizoram,2023,3,796008,6670
mizoram,2023,3,796772,6125
mizoram,2023,3,796321,5462
mizoram,2023,3,796081,5357
mizoram,2023,3,796014,4809
mizoram,2023,4,796005,22709
mizoram,2023,4,796009,20707
mizoram,2023,4,796701,10942
mizoram,2023,4,796012,9557
mizoram,2023,4,796017,8377
mizoram,2023,4,796008,6934
mizoram,2023,4,796772,6346
mizoram,2023,4,796321,5687
mizoram,2023,4,796081,5579
mizoram,2023,4,796014,4999
nagaland,2021,1,797112,33978
nagaland,2021,1,797115,15033
nagaland,2021,1,797001,13341
nagaland,2021,1,797103,12013
nagaland,2021,1,797113,11089
nagaland,2021,1,798601,10112
nagaland,2021,1,798621,9441
nagaland,2021,1,797120,8954
nagaland,2021,1,797111,8394
nagaland,2021,1,798612,7691
nagaland,2021,2,797112,36359
nagaland,2021,2,797115,16111
nagaland,2021,2,797001,14273
nagaland,2021,2,797103,12957
nagaland,2021,2,797113,11847
nagaland,2021,2,798601,10869
nagaland,2021,2,798621,10141
nagaland,2021,2,797120,9601
nagaland,2021,2,797111,8997
nagaland,2021,2,798612,8290
nagaland,2021,3,797112,39088
nagaland,2021,3,797115,17302
nagaland,2021,3,797001,15315
nagaland,2021,3,797103,14089
nagaland,2021,3,797113,12707
nagaland,2021,3,798601,11793
nagaland,2021,3,798621,10982
nagaland,2021,3,797120,10343
nagaland,2021,3,797111,9751
nagaland,2021,3,798612,9010
nagaland,2021,4,797112,41813
nagaland,2021,4,797115,18475
nagaland,2021,4,797001,16383
nagaland,2021,4,797103,15128
nagaland,2021,4,797113,13595
nagaland,2021,4,798601,12642
nagaland,2021,4,798621,11795
nagaland,2021,4,797120,11079
nagaland,2021,4,797111,10498
nagaland,2021,4,798612,9750
nagaland,2022,1,797112,44337
nagaland,2022,1,797115,19632
nagaland,2022,1,797001,17384
nagaland,2022,1,797103,16093
nagaland,2022,1,797113,14412
nagaland,2022,1,798601,13441
nagaland,2022,1,798621,12565
nagaland,2022,1,797120,11765
nagaland,2022,1,797111,11143
nagaland,2022,1,798612,10400
nagaland,2022,2,797112,46784
nagaland,2022,2,797115,20737
nagaland,2022,2,797001,18359
nagaland,2022,2,797103,17045
nagaland,2022,2,797113,15229
nagaland,2022,2,798601,14157
nagaland,2022,2,798621,13310
nagaland,2022,2,797120,12440
nagaland,2022,2,797111,11723
nagaland,2022,2,798612,10995
nagaland,2022,3,797112,49392
nagaland,2022,3,797115,21907
nagaland,2022,3,797001,19352
nagaland,2022,3,797103,17971
nagaland,2022,3,797113,16067
nagaland,2022,3,798601,14866
nagaland,2022,3,798621,14021
nagaland,2022,3,797120,13080
nagaland,2022,3,797111,12325
nagaland,2022,3,798612,11569
nagaland,2022,4,797112,52003
nagaland,2022,4,797115,22989
nagaland,2022,4,797001,20322
nagaland,2022,4,797103,18788
nagaland,2022,4,797113,16887
nagaland,2022,4,798601,15487
nagaland,2022,4,798621,14736
nagaland,2022,4,797120,13713
nagaland,2022,4,797111,12881
nagaland,2022,4,798612,12037
nagaland,2023,1,797112,54514
nagaland,2023,1,797115,24075
nagaland,2023,1,797001,21311
nagaland,2023,1,797103,19650
nagaland,2023,1,797113,17653
nagaland,2023,1,798601,16150
nagaland,2023,1,798621,15416
nagaland,2023,1,797120,14353
nagaland,2023,1,797111,13451
nagaland,2023,1,798612,12576
nagaland,2023,2,797112,56714
nagaland,2023,2,797115,25083
nagaland,2023,2,797001,22187
nagaland,2023,2,797103,20571
nagaland,2023,2,797113,18355
nagaland,2023,2,798601,16847
nagaland,2023,2,798621,16117
nagaland,2023,2,797120,14966
nagaland,2023,2,797111,14066
nagaland,2023,2,798612,13210
nagaland,2023,3,797112,58987
nagaland,2023,3,797115,26141
nagaland,2023,3,797001,23066
nagaland,2023,3,797103,21479
nagaland,2023,3,797113,19087
nagaland,2023,3,798601,17551
nagaland,2023,3,798621,16825
nagaland,2023,3,797120,15582
nagaland,2023,3,797111,14690
nagaland,2023,3,798612,13787
nagaland,2023,4,797112,61244
nagaland,2023,4,797115,27202
nagaland,2023,4,797001,23941
nagaland,2023,4,797103,22351
nagaland,2023,4,797113,19833
nagaland,2023,4,798601,18280
nagaland,2023,4,798621,17626
nagaland,2023,4,797120,16191
nagaland,2023,4,797111,15299
nagaland,2023,4,798612,14404
odisha,2021,1,751002,92941
odisha,2021,1,751024,87271
odisha,2021,1,751006,82195
odisha,2021,1,753001,77095
odisha,2021,1,760001,76245
odisha,2021,1,751012,70547
odisha,2021,1,756001,70160
odisha,2021,1,751003,66879
odisha,2021,1,752001,66244
odisha,2021,1,751019,65393
odisha,2021,2,751002,99150
odisha,2021,2,751024,93000
odisha,2021,2,751006,87528
odisha,2021,2,753001,82375
odisha,2021,2,760001,81360
odisha,2021,2,751012,75248
odisha,2021,2,756001,74777
odisha,2021,2,751003,71314
odisha,2021,2,752001,70847
odisha,2021,2,751019,69825
odisha,2021,3,751002,106076
odisha,2021,3,751024,99369
odisha,2021,3,751006,93529
odisha,2021,3,753001,88199
odisha,2021,3,760001,86980
odisha,2021,3,751012,80366
odisha,2021,3,756001,80060
odisha,2021,3,751003,76274
odisha,2021,3,752001,75916
odisha,2021,3,751019,74760
odisha,2021,4,751002,113032
odisha,2021,4,751024,105857
odisha,2021,4,751006,99613
odisha,2021,4,753001,94137
odisha,2021,4,760001,92651
odisha,2021,4,751012,85593
odisha,2021,4,756001,85311
odisha,2021,4,751003,81290
odisha,2021,4,752001,80864
odisha,2021,4,751019,79669
odisha,2022,1,751002,119601
odisha,2022,1,751024,111933
odisha,2022,1,751006,105312
odisha,2022,1,753001,99711
odisha,2022,1,760001,98015
odisha,2022,1,751012,90516
odisha,2022,1,756001,90352
odisha,2022,1,751003,85966
odisha,2022,1,752001,85664
odisha,2022,1,751019,84327
odisha,2022,2,751002,125902
odisha,2022,2,751024,117692
odisha,2022,2,751006,110806
odisha,2022,2,753001,105041
odisha,2022,2,760001,103200
odisha,2022,2,751012,95281
odisha,2022,2,756001,95184
odisha,2022,2,751003,90465
odisha,2022,2,752001,90234
odisha,2022,2,751019,88799
odisha,2022,3,751002,132413
odisha,2022,3,751024,123769
odisha,2022,3,751006,116476
odisha,2022,3,753001,110631
odisha,2022,3,760001,108625
odisha,2022,3,756001,100305
odisha,2022,3,751012,100176
odisha,2022,3,751003,95083
odisha,2022,3,752001,94975
odisha,2022,3,751019,93433
odisha,2022,4,751002,138929
odisha,2022,4,751024,129787
odisha,2022,4,751006,122327
odisha,2022,4,753001,116189
odisha,2022,4,760001,114159
odisha,2022,4,756001,105514
odisha,2022,4,751012,105097
odisha,2022,4,751003,99818
odisha,2022,4,752001,99796
odisha,2022,4,751019,98050
odisha,2023,1,751002,145133
odisha,2023,1,751024,135558
odisha,2023,1,751006,127849
odisha,2023,1,753001,121625
odisha,2023,1,760001,119421
odisha,2023,1,756001,110390
odisha,2023,1,751012,109853
odisha,2023,1,751003,104317
odisha,2023,1,752001,104254
odisha,2023,1,751019,102493
odisha,2023,2,751002,150534
odisha,2023,2,751024,140397
odisha,2023,2,751006,132381
odisha,2023,2,753001,126222
odisha,2023,2,760001,123846
odisha,2023,2,756001,114649
odisha,2023,2,751012,113854
odisha,2023,2,752001,108183
odisha,2023,2,751003,108112
odisha,2023,2,751019,106326
odisha,2023,3,751002,156377
odisha,2023,3,751024,145759
odisha,2023,3,751006,137343
odisha,2023,3,753001,131139
odisha,2023,3,760001,128693
odisha,2023,3,756001,119168
odisha,2023,3,751012,118260
odisha,2023,3,752001,112434
odisha,2023,3,751003,112354
odisha,2023,3,751019,110506
odisha,2023,4,751002,161687
odisha,2023,4,751024,150570
odisha,2023,4,751006,142017
odisha,2023,4,753001,135884
odisha,2023,4,760001,133168
odisha,2023,4,756001,123517
odisha,2023,4,751012,122259
odisha,2023,4,752001,116344
odisha,2023,4,751003,116255
odisha,2023,4,751019,114331
puducherry,2021,1,605110,39705
puducherry,2021,1,605107,29175
puducherry,2021,1,605008,27263
puducherry,2021,1,605004,27010
puducherry,2021,1,605009,22267
puducherry,2021,1,605011,18462
puducherry,2021,1,605007,16918
puducherry,2021,1,605001,16548
puducherry,2021,1,605010,16417
puducherry,2021,1,605013,16376
puducherry,2021,2,605110,42482
puducherry,2021,2,605107,31257
puducherry,2021,2,605008,29084
puducherry,2021,2,605004,28831
puducherry,2021,2,605009,23778
puducherry,2021,2,605011,19690
puducherry,2021,2,605007,18079
puducherry,2021,2,605001,17658
puducherry,2021,2,605010,17498
puducherry,2021,2,605013,17467
puducherry,2021,3,605110,45619
puducherry,2021,3,605107,33660
puducherry,2021,3,605008,31097
puducherry,2021,3,605004,30853
puducherry,2021,3,605009,25458
puducherry,2021,3,605011,21041
puducherry,2021,3,605007,19440
puducherry,2021,3,605001,18888
puducherry,2021,3,605010,18753
puducherry,2021,3,605013,18675
puducherry,2021,4,605110,48727
puducherry,2021,4,605107,35995
puducherry,2021,4,605008,33154
puducherry,2021,4,605004,32915
puducherry,2021,4,605009,27171
puducherry,2021,4,605011,22408
puducherry,2021,4,605007,20753
puducherry,2021,4,605001,20108
puducherry,2021,4,605010,19971
puducherry,2021,4,605013,19909
puducherry,2022,1,605110,51639
puducherry,2022,1,605107,38173
puducherry,2022,1,605008,35063
puducherry,2022,1,605004,34846
puducherry,2022,1,605009,28729
puducherry,2022,1,605011,23684
puducherry,2022,1,605007,22006
puducherry,2022,1,605001,21245
puducherry,2022,1,605010,21139
puducherry,2022,1,605013,21038
puducherry,2022,2,605110,54423
puducherry,2022,2,605107,40308
puducherry,2022,2,605008,36856
puducherry,2022,2,605004,36618
puducherry,2022,2,605009,30254
puducherry,2022,2,605011,24910
