State,Year,Quarter,District,Registered_users
sikkim,2023,3,west,35808
sikkim,2023,3,north,23162
sikkim,2023,4,east,162011
sikkim,2023,4,south,59357
sikkim,2023,4,west,37183
sikkim,2023,4,north,24024
tamil-nadu,2021,1,chennai,1865001
tamil-nadu,2021,1,thiruvallur,1522407
tamil-nadu,2021,1,coimbatore,1304141
tamil-nadu,2021,1,chengalpattu,1259678
tamil-nadu,2021,1,kancheepuram,895950
tamil-nadu,2021,1,tiruppur,772074
tamil-nadu,2021,1,salem,693137
tamil-nadu,2021,1,madurai,630685
tamil-nadu,2021,1,krishnagiri,592655
tamil-nadu,2021,1,tiruchirappalli,527667
tamil-nadu,2021,2,chennai,1988355
tamil-nadu,2021,2,thiruvallur,1626966
tamil-nadu,2021,2,coimbatore,1393621
tamil-nadu,2021,2,chengalpattu,1344163
tamil-nadu,2021,2,kancheepuram,957182
tamil-nadu,2021,2,tiruppur,828168
tamil-nadu,2021,2,salem,742566
tamil-nadu,2021,2,madurai,675035
tamil-nadu,2021,2,krishnagiri,635191
tamil-nadu,2021,2,tiruchirappalli,565156
tamil-nadu,2021,3,chennai,2124347
tamil-nadu,2021,3,thiruvallur,1744228
tamil-nadu,2021,3,coimbatore,1494350
tamil-nadu,2021,3,chengalpattu,1438295
tamil-nadu,2021,3,kancheepuram,1025651
tamil-nadu,2021,3,tiruppur,891753
tamil-nadu,2021,3,salem,798213
tamil-nadu,2021,3,madurai,725021
tamil-nadu,2021,3,krishnagiri,683549
tamil-nadu,2021,3,tiruchirappalli,607438
tamil-nadu,2021,4,chennai,2261346
tamil-nadu,2021,4,thiruvallur,1860992
tamil-nadu,2021,4,coimbatore,1594082
tamil-nadu,2021,4,chengalpattu,1532535
tamil-nadu,2021,4,kancheepuram,1094222
tamil-nadu,2021,4,tiruppur,954674
tamil-nadu,2021,4,salem,853064
tamil-nadu,2021,4,madurai,774490
tamil-nadu,2021,4,krishnagiri,731018
tamil-nadu,2021,4,tiruchirappalli,649095
tamil-nadu,2022,1,chennai,2388315
tamil-nadu,2022,1,thiruvallur,1970646
tamil-nadu,2022,1,coimbatore,1687096
tamil-nadu,2022,1,chengalpattu,1621177
tamil-nadu,2022,1,kancheepuram,1158719
tamil-nadu,2022,1,tiruppur,1014036
tamil-nadu,2022,1,salem,905104
tamil-nadu,2022,1,madurai,820952
tamil-nadu,2022,1,krishnagiri,776101
tamil-nadu,2022,1,tiruchirappalli,688562
tamil-nadu,2022,2,chennai,2509588
tamil-nadu,2022,2,thiruvallur,2075274
tamil-nadu,2022,2,coimbatore,1775760
tamil-nadu,2022,2,chengalpattu,1704864
tamil-nadu,2022,2,kancheepuram,1220237
tamil-nadu,2022,2,tiruppur,1070480
tamil-nadu,2022,2,salem,954155
tamil-nadu,2022,2,madurai,864806
tamil-nadu,2022,2,krishnagiri,818552
tamil-nadu,2022,2,tiruchirappalli,725751
tamil-nadu,2022,3,chennai,2635738
tamil-nadu,2022,3,thiruvallur,2183990
tamil-nadu,2022,3,coimbatore,1867655
tamil-nadu,2022,3,chengalpattu,1791530
tamil-nadu,2022,3,kancheepuram,1284243
tamil-nadu,2022,3,tiruppur,1128474
tamil-nadu,2022,3,salem,1005031
tamil-nadu,2022,3,madurai,910111
tamil-nadu,2022,3,krishnagiri,862231
tamil-nadu,2022,3,tiruchirappalli,763327
tamil-nadu,2022,4,chennai,2763151
tamil-nadu,2022,4,thiruvallur,2290089
tamil-nadu,2022,4,coimbatore,1955681
tamil-nadu,2022,4,chengalpattu,1876163
tamil-nadu,2022,4,kancheepuram,1346845
tamil-nadu,2022,4,tiruppur,1183174
tamil-nadu,2022,4,salem,1052099
tamil-nadu,2022,4,madurai,953739
tamil-nadu,2022,4,krishnagiri,902906
tamil-nadu,2022,4,tiruchirappalli,798742
tamil-nadu,2023,1,chennai,2885933
tamil-nadu,2023,1,thiruvallur,2393917
tamil-nadu,2023,1,coimbatore,2042019
tamil-nadu,2023,1,chengalpattu,1959401
tamil-nadu,2023,1,kancheepuram,1408216
tamil-nadu,2023,1,tiruppur,1237941
tamil-nadu,2023,1,salem,1100202
tamil-nadu,2023,1,madurai,996514
tamil-nadu,2023,1,krishnagiri,944553
tamil-nadu,2023,1,tiruchirappalli,834366
tamil-nadu,2023,2,chennai,2987502
tamil-nadu,2023,2,thiruvallur,2484893
tamil-nadu,2023,2,coimbatore,2118883
tamil-nadu,2023,2,chengalpattu,2031529
tamil-nadu,2023,2,kancheepuram,1461910
tamil-nadu,2023,2,tiruppur,1289806
tamil-nadu,2023,2,salem,1144842
tamil-nadu,2023,2,madurai,1035842
tamil-nadu,2023,2,krishnagiri,983032
tamil-nadu,2023,2,tiruchirappalli,868289
tamil-nadu,2023,3,chennai,3098864
tamil-nadu,2023,3,thiruvallur,2582607
tamil-nadu,2023,3,coimbatore,2200165
tamil-nadu,2023,3,chengalpattu,2109212
tamil-nadu,2023,3,kancheepuram,1519225
tamil-nadu,2023,3,tiruppur,1341973
tamil-nadu,2023,3,salem,1191010
tamil-nadu,2023,3,madurai,1076620
tamil-nadu,2023,3,krishnagiri,1023066
tamil-nadu,2023,3,tiruchirappalli,903048
tamil-nadu,2023,4,chennai,3205005
tamil-nadu,2023,4,thiruvallur,2676065
tamil-nadu,2023,4,coimbatore,2277873
tamil-nadu,2023,4,chengalpattu,2183205
tamil-nadu,2023,4,kancheepuram,1574315
tamil-nadu,2023,4,tiruppur,1392956
tamil-nadu,2023,4,salem,1236133
tamil-nadu,2023,4,madurai,1115928
tamil-nadu,2023,4,krishnagiri,1060928
tamil-nadu,2023,4,tiruchirappalli,936873
telangana,2021,1,hyderabad,3379663
telangana,2021,1,rangareddy,2906635
telangana,2021,1,medchal malkajgiri,2450573
telangana,2021,1,sangareddy,767476
telangana,2021,1,warangal urban,620947
telangana,2021,1,nalgonda,517727
telangana,2021,1,khammam,497818
telangana,2021,1,nizamabad,485751
telangana,2021,1,karimnagar,459407
telangana,2021,1,bhadradri kothagudem,354847
telangana,2021,2,hyderabad,3598337
telangana,2021,2,rangareddy,3097973
telangana,2021,2,medchal malkajgiri,2611159
telangana,2021,2,sangareddy,820387
telangana,2021,2,warangal urban,661592
telangana,2021,2,nalgonda,555043
telangana,2021,2,khammam,532589
telangana,2021,2,nizamabad,518801
telangana,2021,2,karimnagar,490218
telangana,2021,2,bhadradri kothagudem,380059
telangana,2021,3,hyderabad,3839513
telangana,2021,3,rangareddy,3310906
telangana,2021,3,medchal malkajgiri,2790387
telangana,2021,3,sangareddy,880907
telangana,2021,3,warangal urban,707591
telangana,2021,3,nalgonda,598288
telangana,2021,3,khammam,572647
telangana,2021,3,nizamabad,556044
telangana,2021,3,karimnagar,524929
telangana,2021,3,bhadradri kothagudem,409224
telangana,2021,4,hyderabad,4081185
telangana,2021,4,rangareddy,3523496
telangana,2021,4,medchal malkajgiri,2969740
telangana,2021,4,sangareddy,940845
telangana,2021,4,warangal urban,753613
telangana,2021,4,nalgonda,641044
telangana,2021,4,khammam,612314
telangana,2021,4,nizamabad,593223
telangana,2021,4,karimnagar,559456
telangana,2021,4,bhadradri kothagudem,438017
telangana,2022,1,hyderabad,4306136
telangana,2022,1,rangareddy,3722676
telangana,2022,1,medchal malkajgiri,3138387
telangana,2022,1,sangareddy,997988
telangana,2022,1,warangal urban,797162
telangana,2022,1,nalgonda,681754
telangana,2022,1,khammam,650223
telangana,2022,1,nizamabad,628661
telangana,2022,1,karimnagar,592752
telangana,2022,1,bhadradri kothagudem,465349
telangana,2022,2,hyderabad,4519625
telangana,2022,2,rangareddy,3911372
telangana,2022,2,medchal malkajgiri,3297882
telangana,2022,2,sangareddy,1051378
telangana,2022,2,warangal urban,838533
telangana,2022,2,nalgonda,719911
telangana,2022,2,khammam,685755
telangana,2022,2,nizamabad,662427
telangana,2022,2,karimnagar,624054
telangana,2022,2,bhadradri kothagudem,491003
telangana,2022,3,hyderabad,4739891
telangana,2022,3,rangareddy,4105107
telangana,2022,3,medchal malkajgiri,3463208
telangana,2022,3,sangareddy,1106571
telangana,2022,3,warangal urban,881363
telangana,2022,3,nalgonda,758377
telangana,2022,3,khammam,721877
telangana,2022,3,nizamabad,697031
telangana,2022,3,karimnagar,656534
telangana,2022,3,bhadradri kothagudem,517431
telangana,2022,4,hyderabad,4962214
telangana,2022,4,rangareddy,4296707
telangana,2022,4,medchal malkajgiri,3628619
telangana,2022,4,sangareddy,1159594
telangana,2022,4,warangal urban,923715
telangana,2022,4,nalgonda,793688
telangana,2022,4,khammam,755705
telangana,2022,4,nizamabad,729287
telangana,2022,4,karimnagar,687385
telangana,2022,4,bhadradri kothagudem,542203
telangana,2023,1,hyderabad,5176899
telangana,2023,1,rangareddy,4483193
telangana,2023,1,medchal malkajgiri,3787461
telangana,2023,1,sangareddy,1212607
telangana,2023,1,warangal urban,964802
telangana,2023,1,nalgonda,830827
telangana,2023,1,khammam,790500
telangana,2023,1,nizamabad,761985
telangana,2023,1,karimnagar,718193
telangana,2023,1,bhadradri kothagudem,567571
telangana,2023,2,hyderabad,5349842
telangana,2023,2,rangareddy,4638501
telangana,2023,2,medchal malkajgiri,3918732
telangana,2023,2,sangareddy,1259927
telangana,2023,2,warangal urban,1000275
telangana,2023,2,nalgonda,866073
telangana,2023,2,khammam,822976
telangana,2023,2,nizamabad,792269
telangana,2023,2,karimnagar,745882
telangana,2023,2,bhadradri kothagudem,591314
telangana,2023,3,hyderabad,5543537
telangana,2023,3,rangareddy,4809474
telangana,2023,3,medchal malkajgiri,4064256
telangana,2023,3,sangareddy,1310211
telangana,2023,3,warangal urban,1039220
telangana,2023,3,nalgonda,902281
telangana,2023,3,khammam,857112
telangana,2023,3,nizamabad,823846
telangana,2023,3,karimnagar,775594
telangana,2023,3,bhadradri kothagudem,616038
telangana,2023,4,hyderabad,5720710
telangana,2023,4,rangareddy,4964411
telangana,2023,4,medchal malkajgiri,4195726
telangana,2023,4,sangareddy,1356536
telangana,2023,4,warangal urban,1075692
telangana,2023,4,nalgonda,936167
telangana,2023,4,khammam,888902
telangana,2023,4,nizamabad,854338
telangana,2023,4,karimnagar,803398
telangana,2023,4,bhadradri kothagudem,638916
tripura,2021,1,west tripura,175841
tripura,2021,1,south tripura,47052
tripura,2021,1,sepahijala,46925
tripura,2021,1,north tripura,44051
tripura,2021,1,gomati,39920
tripura,2021,1,dhalai,34747
tripura,2021,1,khowai,27361
tripura,2021,1,unakoti,23739
tripura,2021,2,west tripura,188123
tripura,2021,2,sepahijala,50606
tripura,2021,2,south tripura,50556
tripura,2021,2,north tripura,47392
tripura,2021,2,gomati,42972
tripura,2021,2,dhalai,37460
tripura,2021,2,khowai,29432
tripura,2021,2,unakoti,25612
tripura,2021,3,west tripura,202122
tripura,2021,3,sepahijala,54797
tripura,2021,3,south tripura,54747
tripura,2021,3,north tripura,51321
tripura,2021,3,gomati,46535
tripura,2021,3,dhalai,40679
tripura,2021,3,khowai,31900
tripura,2021,3,unakoti,27828
tripura,2021,4,west tripura,215860
tripura,2021,4,sepahijala,58818
tripura,2021,4,south tripura,58777
tripura,2021,4,north tripura,55009
tripura,2021,4,gomati,49981
tripura,2021,4,dhalai,43705
tripura,2021,4,khowai,34253
tripura,2021,4,unakoti,29889
tripura,2022,1,west tripura,229161
tripura,2022,1,sepahijala,62906
tripura,2022,1,south tripura,62764
tripura,2022,1,north tripura,58694
tripura,2022,1,gomati,53356
tripura,2022,1,dhalai,46680
tripura,2022,1,khowai,36592
tripura,2022,1,unakoti,31971
tripura,2022,2,west tripura,242041
tripura,2022,2,sepahijala,66602
tripura,2022,2,south tripura,66478
tripura,2022,2,north tripura,62140
tripura,2022,2,gomati,56510
tripura,2022,2,dhalai,49424
tripura,2022,2,khowai,38683
tripura,2022,2,unakoti,33904
tripura,2022,3,west tripura,255161
tripura,2022,3,sepahijala,70255
tripura,2022,3,south tripura,70107
tripura,2022,3,north tripura,65452
tripura,2022,3,gomati,59506
tripura,2022,3,dhalai,52074
tripura,2022,3,khowai,40758
tripura,2022,3,unakoti,35830
tripura,2022,4,west tripura,267713
tripura,2022,4,sepahijala,73240
tripura,2022,4,south tripura,73117
tripura,2022,4,north tripura,68352
tripura,2022,4,gomati,62115
tripura,2022,4,dhalai,54280
tripura,2022,4,khowai,42490
tripura,2022,4,unakoti,37434
tripura,2023,1,west tripura,280021
tripura,2023,1,sepahijala,76900
tripura,2023,1,south tripura,76631
tripura,2023,1,north tripura,71616
tripura,2023,1,gomati,65137
tripura,2023,1,dhalai,56918
tripura,2023,1,khowai,44453
tripura,2023,1,unakoti,39208
tripura,2023,2,west tripura,291531
tripura,2023,2,sepahijala,80758
tripura,2023,2,south tripura,80248
tripura,2023,2,north tripura,74840
tripura,2023,2,gomati,68250
tripura,2023,2,dhalai,59728
tripura,2023,2,khowai,46636
tripura,2023,2,unakoti,41033
tripura,2023,3,west tripura,303494
tripura,2023,3,sepahijala,84329
tripura,2023,3,south tripura,83713
tripura,2023,3,north tripura,78079
tripura,2023,3,gomati,71255
tripura,2023,3,dhalai,62353
tripura,2023,3,khowai,48652
tripura,2023,3,unakoti,42803
tripura,2023,4,west tripura,315337
tripura,2023,4,sepahijala,87910
tripura,2023,4,south tripura,87397
tripura,2023,4,north tripura,81280
tripura,2023,4,gomati,74242
tripura,2023,4,dhalai,64896
tripura,2023,4,khowai,50673
tripura,2023,4,unakoti,44609
uttar-pradesh,2021,1,gautam buddha nagar,2181874
uttar-pradesh,2021,1,lucknow,1813076
uttar-pradesh,2021,1,ghaziabad,1773332
uttar-pradesh,2021,1,prayagraj,1143612
uttar-pradesh,2021,1,kanpur nagar,1100587
uttar-pradesh,2021,1,varanasi,1079309
uttar-pradesh,2021,1,agra,974389
uttar-pradesh,2021,1,gorakhpur,780306
uttar-pradesh,2021,1,meerut,741901
uttar-pradesh,2021,1,bareilly,662143
uttar-pradesh,2021,2,gautam buddha nagar,2329954
uttar-pradesh,2021,2,lucknow,1937173
uttar-pradesh,2021,2,ghaziabad,1895314
uttar-pradesh,2021,2,prayagraj,1225800
uttar-pradesh,2021,2,kanpur nagar,1176708
uttar-pradesh,2021,2,varanasi,1154661
uttar-pradesh,2021,2,agra,1044788
uttar-pradesh,2021,2,gorakhpur,835887
uttar-pradesh,2021,2,meerut,794314
uttar-pradesh,2021,2,bareilly,710778
uttar-pradesh,2021,3,gautam buddha nagar,2496114
uttar-pradesh,2021,3,lucknow,2076033
uttar-pradesh,2021,3,ghaziabad,2031752
uttar-pradesh,2021,3,prayagraj,1320432
uttar-pradesh,2021,3,kanpur nagar,1263050
uttar-pradesh,2021,3,varanasi,1239725
uttar-pradesh,2021,3,agra,1124720
uttar-pradesh,2021,3,gorakhpur,900171
uttar-pradesh,2021,3,meerut,853246
uttar-pradesh,2021,3,bareilly,766809
uttar-pradesh,2021,4,gautam buddha nagar,2664034
uttar-pradesh,2021,4,lucknow,2215886
uttar-pradesh,2021,4,ghaziabad,2169109
uttar-pradesh,2021,4,prayagraj,1414447
uttar-pradesh,2021,4,kanpur nagar,1349794
uttar-pradesh,2021,4,varanasi,1325315
uttar-pradesh,2021,4,agra,1204274
uttar-pradesh,2021,4,gorakhpur,964667
uttar-pradesh,2021,4,meerut,911852
uttar-pradesh,2021,4,bareilly,821986
uttar-pradesh,2022,1,gautam buddha nagar,2822463
uttar-pradesh,2022,1,lucknow,2348173
uttar-pradesh,2022,1,ghaziabad,2298103
uttar-pradesh,2022,1,prayagraj,1504572
uttar-pradesh,2022,1,kanpur nagar,1431918
uttar-pradesh,2022,1,varanasi,1406056
uttar-pradesh,2022,1,agra,1279852
uttar-pradesh,2022,1,gorakhpur,1027283
uttar-pradesh,2022,1,meerut,967325
uttar-pradesh,2022,1,bareilly,875033
uttar-pradesh,2022,2,gautam buddha nagar,2973360
uttar-pradesh,2022,2,lucknow,2474317
uttar-pradesh,2022,2,ghaziabad,2421605
uttar-pradesh,2022,2,prayagraj,1590032
uttar-pradesh,2022,2,kanpur nagar,1510491
uttar-pradesh,2022,2,varanasi,1483315
uttar-pradesh,2022,2,agra,1351856
uttar-pradesh,2022,2,gorakhpur,1086399
uttar-pradesh,2022,2,meerut,1020429
uttar-pradesh,2022,2,bareilly,925536
uttar-pradesh,2022,3,gautam buddha nagar,3130224
uttar-pradesh,2022,3,lucknow,2604663
uttar-pradesh,2022,3,ghaziabad,2549377
uttar-pradesh,2022,3,prayagraj,1678668
uttar-pradesh,2022,3,kanpur nagar,1592126
uttar-pradesh,2022,3,varanasi,1563730
uttar-pradesh,2022,3,agra,1426154
uttar-pradesh,2022,3,gorakhpur,1148103
uttar-pradesh,2022,3,meerut,1075255
uttar-pradesh,2022,3,bareilly,977218
uttar-pradesh,2022,4,gautam buddha nagar,3286371
uttar-pradesh,2022,4,lucknow,2734333
uttar-pradesh,2022,4,ghaziabad,2676888
uttar-pradesh,2022,4,prayagraj,1763014
uttar-pradesh,2022,4,kanpur nagar,1673173
uttar-pradesh,2022,4,varanasi,1641943
uttar-pradesh,2022,4,agra,1497144
uttar-pradesh,2022,4,gorakhpur,1205580
uttar-pradesh,2022,4,meerut,1127324
uttar-pradesh,2022,4,bareilly,1025341
uttar-pradesh,2023,1,gautam buddha nagar,3434422
uttar-pradesh,2023,1,lucknow,2858255
uttar-pradesh,2023,1,ghaziabad,2798185
uttar-pradesh,2023,1,prayagraj,1847496
uttar-pradesh,2023,1,kanpur nagar,1751281
uttar-pradesh,2023,1,varanasi,1718122
uttar-pradesh,2023,1,agra,1567104
uttar-pradesh,2023,1,gorakhpur,1263672
uttar-pradesh,2023,1,meerut,1178230
uttar-pradesh,2023,1,bareilly,1073906
uttar-pradesh,2023,2,gautam buddha nagar,3562632
uttar-pradesh,2023,2,lucknow,2965623
uttar-pradesh,2023,2,ghaziabad,2904454
uttar-pradesh,2023,2,prayagraj,1923415
uttar-pradesh,2023,2,kanpur nagar,1819802
uttar-pradesh,2023,2,varanasi,1786176
uttar-pradesh,2023,2,agra,1630258
uttar-pradesh,2023,2,gorakhpur,1315842
uttar-pradesh,2023,2,meerut,1224499
uttar-pradesh,2023,2,bareilly,1119305
uttar-pradesh,2023,3,gautam buddha nagar,3694806
uttar-pradesh,2023,3,lucknow,3079592
uttar-pradesh,2023,3,ghaziabad,3015494
uttar-pradesh,2023,3,prayagraj,2002831
uttar-pradesh,2023,3,kanpur nagar,1892032
uttar-pradesh,2023,3,varanasi,1857307
uttar-pradesh,2023,3,agra,1696452
uttar-pradesh,2023,3,gorakhpur,1370080
uttar-pradesh,2023,3,meerut,1272850
uttar-pradesh,2023,3,bareilly,1164885
uttar-pradesh,2023,4,gautam buddha nagar,3820774
uttar-pradesh,2023,4,lucknow,3186571
uttar-pradesh,2023,4,ghaziabad,3120359
uttar-pradesh,2023,4,prayagraj,2077118
uttar-pradesh,2023,4,kanpur nagar,1960237
uttar-pradesh,2023,4,varanasi,1924417
uttar-pradesh,2023,4,agra,1757237
uttar-pradesh,2023,4,gorakhpur,1422116
uttar-pradesh,2023,4,meerut,1317753
uttar-pradesh,2023,4,bareilly,1207371
uttarakhand,2021,1,dehradun,840361
uttarakhand,2021,1,haridwar,580532
uttarakhand,2021,1,udham singh nagar,492646
uttarakhand,2021,1,nainital,269308
uttarakhand,2021,1,pauri garhwal,133484
uttarakhand,2021,1,tehri garhwal,102085
uttarakhand,2021,1,almora,87354
uttarakhand,2021,1,pithoragarh,72579
uttarakhand,2021,1,chamoli,62779
uttarakhand,2021,1,uttarkashi,50696
uttarakhand,2021,2,dehradun,898504
uttarakhand,2021,2,haridwar,622292
uttarakhand,2021,2,udham singh nagar,528392
uttarakhand,2021,2,nainital,288162
uttarakhand,2021,2,pauri garhwal,143460
uttarakhand,2021,2,tehri garhwal,109890
uttarakhand,2021,2,almora,94196
uttarakhand,2021,2,pithoragarh,78079
uttarakhand,2021,2,chamoli,67712
uttarakhand,2021,2,uttarkashi,54582
uttarakhand,2021,3,dehradun,963594
uttarakhand,2021,3,haridwar,669249
uttarakhand,2021,3,udham singh nagar,568881
uttarakhand,2021,3,nainital,309820
uttarakhand,2021,3,pauri garhwal,155054
uttarakhand,2021,3,tehri garhwal,119032
uttarakhand,2021,3,almora,102118
uttarakhand,2021,3,pithoragarh,84476
uttarakhand,2021,3,chamoli,73432
uttarakhand,2021,3,uttarkashi,59174
uttarakhand,2021,4,dehradun,1028085
uttarakhand,2021,4,haridwar,716044
uttarakhand,2021,4,udham singh nagar,609138
uttarakhand,2021,4,nainital,330999
uttarakhand,2021,4,pauri garhwal,166482
uttarakhand,2021,4,tehri garhwal,127893
uttarakhand,2021,4,almora,109803
uttarakhand,2021,4,pithoragarh,90791
uttarakhand,2021,4,chamoli,78848
uttarakhand,2021,4,uttarkashi,63536
uttarakhand,2022,1,dehradun,1088710
uttarakhand,2022,1,haridwar,760173
uttarakhand,2022,1,udham singh nagar,647495
uttarakhand,2022,1,nainital,351226
uttarakhand,2022,1,pauri garhwal,177248
uttarakhand,2022,1,tehri garhwal,136364
uttarakhand,2022,1,almora,117262
uttarakhand,2022,1,pithoragarh,96837
uttarakhand,2022,1,chamoli,84165
uttarakhand,2022,1,uttarkashi,67713
uttarakhand,2022,2,dehradun,1146386
uttarakhand,2022,2,haridwar,802321
uttarakhand,2022,2,udham singh nagar,683908
uttarakhand,2022,2,nainital,370360
uttarakhand,2022,2,pauri garhwal,187078
uttarakhand,2022,2,tehri garhwal,144049
uttarakhand,2022,2,almora,123856
uttarakhand,2022,2,pithoragarh,102347
uttarakhand,2022,2,chamoli,88939
uttarakhand,2022,2,uttarkashi,71641
uttarakhand,2022,3,dehradun,1205785
uttarakhand,2022,3,haridwar,846066
uttarakhand,2022,3,udham singh nagar,722008
uttarakhand,2022,3,nainital,389791
uttarakhand,2022,3,pauri garhwal,196481
uttarakhand,2022,3,tehri garhwal,151445
uttarakhand,2022,3,almora,129898
uttarakhand,2022,3,pithoragarh,107498
uttarakhand,2022,3,chamoli,93488
uttarakhand,2022,3,uttarkashi,75369
uttarakhand,2022,4,dehradun,1262999
uttarakhand,2022,4,haridwar,887967
uttarakhand,2022,4,udham singh nagar,757652
uttarakhand,2022,4,nainital,407806
uttarakhand,2022,4,pauri garhwal,204585
uttarakhand,2022,4,tehri garhwal,157634
uttarakhand,2022,4,almora,134730
uttarakhand,2022,4,pithoragarh,111983
uttarakhand,2022,4,chamoli,97308
uttarakhand,2022,4,uttarkashi,78484
uttarakhand,2023,1,dehradun,1318049
uttarakhand,2023,1,haridwar,928785
uttarakhand,2023,1,udham singh nagar,792853
uttarakhand,2023,1,nainital,425816
uttarakhand,2023,1,pauri garhwal,213655
uttarakhand,2023,1,tehri garhwal,164792
uttarakhand,2023,1,almora,140885
uttarakhand,2023,1,pithoragarh,117070
uttarakhand,2023,1,chamoli,101718
uttarakhand,2023,1,uttarkashi,82107
uttarakhand,2023,2,dehradun,1367275
uttarakhand,2023,2,haridwar,965635
uttarakhand,2023,2,udham singh nagar,825744
uttarakhand,2023,2,nainital,442626
uttarakhand,2023,2,pauri garhwal,222967
uttarakhand,2023,2,tehri garhwal,172215
uttarakhand,2023,2,almora,147376
uttarakhand,2023,2,pithoragarh,122297
uttarakhand,2023,2,chamoli,106415
uttarakhand,2023,2,uttarkashi,85915
uttarakhand,2023,3,dehradun,1419173
uttarakhand,2023,3,haridwar,1003648
uttarakhand,2023,3,udham singh nagar,858970
uttarakhand,2023,3,nainital,460046
uttarakhand,2023,3,pauri garhwal,232186
uttarakhand,2023,3,tehri garhwal,179437
uttarakhand,2023,3,almora,153779
uttarakhand,2023,3,pithoragarh,127530
uttarakhand,2023,3,chamoli,110883
uttarakhand,2023,3,uttarkashi,89519
uttarakhand,2023,4,dehradun,1466612
uttarakhand,2023,4,haridwar,1039146
uttarakhand,2023,4,udham singh nagar,890334
uttarakhand,2023,4,nainital,476343
uttarakhand,2023,4,pauri garhwal,240922
uttarakhand,2023,4,tehri garhwal,186005
uttarakhand,2023,4,almora,159623
uttarakhand,2023,4,pithoragarh,132323
uttarakhand,2023,4,chamoli,115112
uttarakhand,2023,4,uttarkashi,92982
west-bengal,2021,1,north twenty four parganas,2491076
west-bengal,2021,1,kolkata,1823074
west-bengal,2021,1,south twenty four parganas,1202229
west-bengal,2021,1,murshidabad,1166975
west-bengal,2021,1,hooghly,1046242
west-bengal,2021,1,howrah,940133
west-bengal,2021,1,nadia,893107
west-bengal,2021,1,purba medinipur,884605
west-bengal,2021,1,paschim medinipur,800530
west-bengal,2021,1,paschim bardhaman,738540
west-bengal,2021,2,north twenty four parganas,2660664
west-bengal,2021,2,kolkata,1944113
west-bengal,2021,2,south twenty four parganas,1286588
west-bengal,2021,2,murshidabad,1248602
west-bengal,2021,2,hooghly,1117731
west-bengal,2021,2,howrah,1004570
west-bengal,2021,2,nadia,955428
west-bengal,2021,2,purba medinipur,946277
west-bengal,2021,2,paschim medinipur,856640
west-bengal,2021,2,paschim bardhaman,789026
west-bengal,2021,3,north twenty four parganas,2852030
west-bengal,2021,3,kolkata,2078360
west-bengal,2021,3,south twenty four parganas,1383020
west-bengal,2021,3,murshidabad,1342984
west-bengal,2021,3,hooghly,1198858
west-bengal,2021,3,howrah,1077467
west-bengal,2021,3,nadia,1026795
west-bengal,2021,3,purba medinipur,1017925
west-bengal,2021,3,paschim medinipur,922218
west-bengal,2021,3,purba bardhaman,847622
west-bengal,2021,4,north twenty four parganas,3043008
west-bengal,2021,4,kolkata,2213659
west-bengal,2021,4,south twenty four parganas,1477679
west-bengal,2021,4,murshidabad,1435266
west-bengal,2021,4,hooghly,1278850
west-bengal,2021,4,howrah,1150144
west-bengal,2021,4,nadia,1096767
west-bengal,2021,4,purba medinipur,1087362
west-bengal,2021,4,paschim medinipur,985745
west-bengal,2021,4,purba bardhaman,905950
west-bengal,2022,1,north twenty four parganas,3224459
west-bengal,2022,1,kolkata,2340343
west-bengal,2022,1,south twenty four parganas,1569037
west-bengal,2022,1,murshidabad,1524507
west-bengal,2022,1,hooghly,1356282
west-bengal,2022,1,howrah,1218931
west-bengal,2022,1,nadia,1164783
west-bengal,2022,1,purba medinipur,1155279
west-bengal,2022,1,paschim medinipur,1048100
west-bengal,2022,1,purba bardhaman,962974
west-bengal,2022,2,north twenty four parganas,3397791
west-bengal,2022,2,kolkata,2461795
west-bengal,2022,2,south twenty four parganas,1655743
west-bengal,2022,2,murshidabad,1608797
west-bengal,2022,2,hooghly,1429378
west-bengal,2022,2,howrah,1285159
west-bengal,2022,2,nadia,1229358
west-bengal,2022,2,purba medinipur,1219530
west-bengal,2022,2,paschim medinipur,1105840
west-bengal,2022,2,purba bardhaman,1016127
west-bengal,2022,3,north twenty four parganas,3578500
west-bengal,2022,3,kolkata,2588380
west-bengal,2022,3,south twenty four parganas,1745822
west-bengal,2022,3,murshidabad,1696729
west-bengal,2022,3,hooghly,1506412
west-bengal,2022,3,howrah,1354886
west-bengal,2022,3,nadia,1296764
west-bengal,2022,3,purba medinipur,1286641
west-bengal,2022,3,paschim medinipur,1165076
west-bengal,2022,3,purba bardhaman,1070637
west-bengal,2022,4,north twenty four parganas,3755017
west-bengal,2022,4,kolkata,2716412
west-bengal,2022,4,south twenty four parganas,1828512
west-bengal,2022,4,murshidabad,1778470
west-bengal,2022,4,hooghly,1579023
west-bengal,2022,4,howrah,1422011
west-bengal,2022,4,nadia,1359420
west-bengal,2022,4,purba medinipur,1346908
west-bengal,2022,4,paschim medinipur,1217113
west-bengal,2022,4,purba bardhaman,1119310
west-bengal,2023,1,north twenty four parganas,3926974
west-bengal,2023,1,kolkata,2838411
west-bengal,2023,1,south twenty four parganas,1913867
west-bengal,2023,1,murshidabad,1868610
west-bengal,2023,1,hooghly,1651210
west-bengal,2023,1,howrah,1488195
west-bengal,2023,1,nadia,1423179
